Gene ID	1442plasma	1874plasma	3399plasma	3701plasma	4353plasma	4370plasma	4395plasma	4894plasma	BALL10	HD1	HD2	HD3	HD4	HD5	HD6						
TRA2B	5.840002511	4.512527339	5.582798483	5.177791533	5.769528067	7.746160714	3.248628261	5.457065801	5.732272015	4.383124308	3.46170894	5.173496527	3.921277514	4.201749429	3.539672235						
PYY	7.599018095	5.342000543	5.02449931	4.480694893	3.884137722	4.919131715	6.479384247	5.491994935	5.583398021	3.558514425	3.380930563	4.651819403	2.580946266	4.67515455	4.586667177						
LOC105377273	7.157414252	5.3182918	4.971700356	4.474037549	4.656380711	5.594858133	6.607058464	3.797806526	4.639474225	4.83099826	2.193862852	3.701720722	3.814898725	3.861038483	3.937646012						
SOX6	8.665840614	6.580666219	9.378646788	6.641428065	6.258708198	10.11800148	5.898560197	6.450861355	7.977920796	6.459121073	6.20302055	7.187598623	6.352400306	6.866189547	6.210392342						
QSER1	6.280794682	5.151382272	5.267747305	3.834583393	7.703671924	4.957198994	5.359186505	3.680872134	3.842118472	4.573639716	3.745382048	4.507834002	2.783832707	3.930313737	4.226720919						
LCK	9.790797963	8.032532097	8.41843074	6.954651046	7.59373176	8.543073881	9.534313287	7.133155051	7.941027235	6.306279705	6.189231208	7.590370216	7.059794286	6.564833493	6.211435623						
LRP3	3.610398241	3.10215431	5.07538092	5.022114346	3.831262431	5.684832577	2.038615887	4.40472753	5.223256098	2.077117732	2.952896061	3.702414229	3.019949372	2.588360516	3.280790756						
LINC00836	6.038470348	3.073432755	3.352245351	4.141094306	4.872297376	5.110187706	6.230975711	3.405597236	5.308820205	2.982878982	2.899484336	3.681598465	2.695580645	4.032443683	3.572046644						
LOC101928437	12.24454987	9.714206624	10.09331245	9.471915006	9.647476614	9.789600744	11.63327242	9.338065197	10.32150949	9.23529353	8.754004875	8.89945478	9.142933061	8.614055773	8.704838664						
SNORD3A	11.65281376	9.017285008	11.7497005	9.604986966	9.348768407	11.45413846	11.89296077	8.335583176	10.83877994	8.946650656	8.847806012	10.09885937	9.137372604	8.988351672	8.021933141						
PRDM6	8.871272648	5.286131801	7.300990408	5.715379117	5.231321869	7.120115032	7.616217435	5.830018931	6.907632348	5.437213992	5.642131511	4.234518592	5.919251777	5.897308112	5.03786645						
TMEM138	6.398151927	3.132239518	5.263941944	5.121395029	3.857358218	6.22467353	6.942206896	4.94255783	5.301569013	3.860762346	3.654660529	3.531031418	4.020652649	4.647784149	3.98499297						
LOC105376850	8.772126912	5.102932461	7.027162552	5.267275907	5.941721963	5.990814449	7.037065762	4.915841134	7.014229102	5.51146421	5.161345409	5.578096975	4.899944531	5.303659699	5.035769353						
RUBCNL	6.742164252	5.848020145	6.618162813	5.234046807	5.521259938	7.203436431	7.359411619	5.331152103	6.560559327	4.863002406	5.139374765	4.945167455	4.946876158	4.74237725	4.2705338						
LOC105370265	5.842871172	4.613037945	4.777895019	4.857303973	3.279698538	3.769374565	4.558084022	4.116942066	3.086733401	3.039595556	2.786600189	2.512215524	2.59189755	3.572032172	3.332251254						
ZNF594	3.357208866	2.731182835	1.939131523	2.411382378	2.772582209	2.869380351	1.856672366	2.113957039	3.132839708	1.712324681	0.944631789	1.090463834	1.492662978	1.752237795	1.642775741						
ZNF600	7.437514217	5.717529037	4.863407887	3.673274106	3.922989786	5.016000132	6.219671093	4.252385993	5.778807792	4.378452905	4.16794759	3.524040548	4.727365175	2.989649379	4.162776919						
MSH3	14.8571425	12.33924858	14.61994938	12.4000188	12.23136383	14.62888808	13.72387124	12.30682876	13.06422328	11.7226949	12.14133684	12.75717659	11.79420071	11.90325674	11.89517359						
HEATR4	5.214468314	5.741270941	4.579997287	3.686450809	3.514258155	4.528812834	3.341535647	3.189366191	4.349380103	2.65588914	2.516092744	3.711321269	3.357133498	3.022349782	2.563742341						
ARPC2	3.913700864	2.711162583	4.311114165	3.867430089	3.110608151	4.422362161	4.178168328	3.312367982	4.737586225	3.254767828	2.605271574	2.970904032	1.800834781	2.456710007	2.117440248						
BTRC	7.366620017	5.754187567	8.814063995	6.201989685	6.043421778	8.68373535	7.800381511	5.546603818	5.752991083	6.147883144	5.680047611	5.887220321	5.943212462	5.483549876	5.744132915						
TRD-GTC3-1	8.885891828	7.805836191	10.91904745	9.305551549	9.342967656	10.88535386	8.562112886	7.057422939	8.385665655	7.713455368	7.627992946	8.25310237	8.047561101	8.481866665	6.605259256						
CNIH3	11.49515772	9.445358257	10.04757074	9.162427565	8.534176433	10.2794743	10.48718955	8.8002531	9.623647262	8.895838071	8.386430818	8.340499457	8.32022648	8.339893547	8.06682162						
TRA-TGC3-2	6.367988989	6.150870186	7.300307588	6.611788584	5.83427348	9.215695419	7.316388182	4.77105381	6.64021977	5.000445513	5.509464972	6.182671118	5.997656881	5.880922814	4.846543694						
DCUN1D2	6.597666021	4.754516803	6.323723853	4.56945225	4.343029073	5.606760157	6.009062	4.615766626	5.706164982	3.787449289	4.854612893	4.642583735	3.9183716	2.872940665	3.151419695						
LINC01446	6.210401093	5.444699664	6.998796181	4.502215791	5.331750512	5.074872889	7.383030442	4.68656718	5.616525386	4.878736189	4.73113263	3.745846144	3.979014249	4.688310346	4.534731867						
RNF217	6.344874611	6.379994344	5.502380224	4.859234711	5.880709355	6.084778531	7.947601964	5.588672798	5.437870732	4.979391001	4.7343399	4.592114591	4.723146187	5.181964288	4.927410231						
KDM1A	5.980663957	5.077458257	4.441627615	3.335274432	4.809581694	5.658535095	3.1900381	2.953472008	5.22292839	3.14916079	3.545467958	3.492646637	3.359200799	3.672361192	3.192761972						
KSR2	11.50365491	8.669893725	9.352413891	8.242523054	8.437003552	9.152294088	10.57031377	8.600728025	8.497542803	8.545004576	8.113440421	7.825013916	8.31602331	7.504619766	8.279040773						
KLHL4	12.01565572	9.521164595	10.4870452	9.531332875	9.597711571	10.61926224	11.49519525	9.218906328	9.974237069	9.318555964	9.016034981	9.283226632	8.818689253	8.90742142	8.740830614						
MME	4.882099632	4.831852009	6.532172049	5.022161418	4.989019988	7.588046784	6.259563337	4.899428989	5.370472718	3.552007109	4.130687259	4.660068947	4.866457331	4.92427844	4.14494365						
TIMMDC1	8.024746925	6.389933336	6.771020308	7.048417993	6.335427467	7.657689295	8.031510082	5.820826535	6.634406571	5.012205472	5.142227139	6.129645565	5.075770044	6.15384866	5.589713258						
LOC107984223	4.840464813	3.966525829	3.186199678	4.035868681	3.798977726	4.39303082	5.81937856	3.147578319	4.113107017	2.052522723	2.922745129	2.806140456	3.42239394	2.155863738	3.589481173						
RNU5A-1	8.36541429	6.096776425	8.790739609	6.566730446	6.351514126	8.545402177	7.032942533	6.12887386	6.089805613	5.30015963	6.089954243	6.360823539	6.497168983	5.821230343	5.629497765						
QRICH1	7.257839059	4.395903225	5.434863668	4.661794198	4.39143582	5.783913944	6.477862949	5.042996181	5.456255921	4.326279089	4.648548598	3.82363613	4.812348794	4.034923426	3.446159243						
MIPOL1	9.639360435	6.99377585	8.272364481	7.060174115	7.659565157	8.439626972	8.576660526	7.530905502	8.028948524	7.01170938	6.699990327	6.450547488	6.830639101	6.511021006	6.74543331						
KIR3DL2	6.650347202	4.482886858	5.261582399	4.513164719	3.907548357	4.934896929	5.730653446	3.747180533	5.392201769	4.027774431	3.801676981	3.16978609	3.146327875	4.104968189	4.084473449						
RUVBL1	7.760084752	6.980967005	7.968249389	6.043912864	6.206673075	6.387583025	9.137188904	5.42278334	6.225177258	6.210559665	5.893414602	6.314834392	5.68596405	5.80533702	5.299486563						
LOC105379380	6.243067625	3.78319492	4.734572349	3.966844892	3.653135349	5.144218012	5.749662116	3.928512829	4.096189919	2.830354477	3.128202675	3.994857869	3.49584791	3.374132871	3.776127658						
RFX1	9.459137507	7.269965579	7.810258171	7.050581184	7.444243697	8.202956837	8.620083092	6.805370093	7.744261342	6.800113964	6.688802209	6.451322619	6.636652098	6.349820708	6.353455203						
LOC107984326	7.37858032	4.963935679	6.566710172	5.09633587	5.252672807	6.690234395	6.903071251	4.880328716	5.62330025	4.785480484	4.820859407	4.583878953	4.827634908	4.812759384	4.66398343						
RNU5B-1	7.642695711	6.55234769	9.03065883	7.094374646	6.397393424	8.855780882	7.791659825	6.200558224	6.621798068	5.800410736	6.475144917	6.946292441	6.21762028	5.840906805	5.710008044						
LOC105370053	7.34704478	4.895296582	6.029524653	5.072717053	4.943371728	5.361673962	6.023766343	4.670301733	5.146661028	4.03744538	3.978477381	5.343818039	3.412953295	3.584541398	4.550378773						
AFF1	18.1985724	15.58635399	16.51303908	15.53584019	15.56677941	16.41090258	17.51166882	15.43087402	16.20641776	15.66864213	15.18474357	15.11492559	15.11956497	15.01848714	14.83861749						
SNTG2	11.38877375	9.244664042	9.893453896	9.144277269	9.06922166	10.03277143	11.19664421	8.624238762	9.771739636	8.981580758	8.641179497	8.611820821	8.340405579	8.329773525	8.794846425						
MAGI2	12.25970682	10.21229225	11.07237137	9.858783633	10.29355235	10.91093134	11.84548345	9.935134771	10.76404968	9.723808581	9.618512514	9.659317952	9.502004378	9.320562022	9.419740936						
SPDYE14	4.561674366	3.34332464	3.860105908	3.220106775	3.250000888	3.19245315	5.364809852	3.23326137	4.897718587	2.744608937	3.034331071	2.362250985	3.075388743	3.127210018	2.466052002						
LOC124903664	9.901429817	7.205464863	8.611720944	7.745835025	7.275793508	9.165473724	9.129286254	7.459319091	7.662825619	7.684477566	6.829821292	7.389891705	6.704588276	6.68749311	6.88077433						
MLXIP	8.22809756	5.141116333	6.150969635	5.552674723	6.005447477	7.807571522	7.505797741	5.314076166	6.822887624	5.859128007	5.221160871	5.154819845	5.173393457	5.360693305	5.854169615						
CDH7	8.075717826	6.914586747	7.424942009	6.187548853	6.000666958	7.115822573	8.3618768	6.038077126	6.891473239	5.733901793	5.953645907	5.510931907	6.04144166	5.832694632	5.579627582						
PDGFC	7.724218302	6.32393741	7.51138029	5.438450305	6.533461027	8.790686799	8.328826021	5.409213748	6.992802248	6.117564208	5.902613078	6.125251884	6.028657576	6.177377294	5.599906698						
CPM	7.305171253	5.21148921	6.690404919	5.26294481	4.225742994	6.319479712	5.981397191	5.234046295	5.008580062	4.42081604	5.424357015	4.248489519	3.773035668	4.832580347	4.181099415						
LOC105373602	4.617052697	5.469113821	2.988398072	5.239738131	3.591369467	3.915511085	5.567656262	3.86870961	4.221324954	3.487679347	3.058623912	2.59836197	3.378497125	3.697667472	3.472549329						
SMAD9	8.43023554	5.566478878	6.723934213	5.38575723	5.841195	6.747555044	7.105501067	5.660182445	6.402299317	5.051384975	5.497475534	6.168785552	5.142162287	4.801495337	5.186432605						
DOCK8	9.206822701	7.147778794	7.536282189	6.792074055	7.180738949	7.209939588	8.476203092	6.771476433	6.71658918	6.815655668	6.434318924	5.88208745	6.573224754	5.571373604	6.282429579						
NBPF1	4.911989555	4.010187181	5.271370469	3.873646249	4.878067299	4.041529478	5.091727239	2.954557478	3.840497395	3.652565928	3.341987893	2.563078601	3.509550876	2.827016019	3.04448976						
LOC105372047	6.620274773	3.896392113	4.377594104	4.20436274	4.453418677	5.081129398	6.07635572	4.398524598	4.685425074	3.863661545	3.801202589	3.82255765	3.499372649	3.936251027	4.170076253						
EMILIN2	5.146323393	5.515818914	4.048503828	4.76501634	4.357392013	5.377531315	4.524796603	5.307422817	3.990747858	2.683811366	3.847929922	3.764281476	3.995945456	3.529753379	3.451583803						
LOC105374039	6.113266226	6.023758517	5.533754042	4.837350609	4.222305976	6.627827727	7.483467689	5.31914478	5.887979421	3.80839201	5.072812983	4.985309332	4.645915634	4.585645354	5.001686532						
CDC23	9.792194689	7.522222063	8.594949828	7.885890031	7.668936604	8.878807821	10.0173813	7.770046957	8.085987015	8.04659268	7.068048023	7.613210407	7.348100658	7.021613169	6.844891422						
THRB	7.670497006	6.193785619	6.833898618	6.663276612	6.426278631	6.805799485	8.896608532	6.007901393	6.928154331	5.834255286	5.928342784	5.864423083	5.669182908	5.660974266	6.317411525						
TPST1	7.292630299	5.452424284	6.573978003	5.817069563	5.373443624	7.102884958	7.434549133	6.066183044	5.771294539	5.009400967	5.614317123	4.916784914	4.682493553	4.94358611	5.654717977						
LINC01709	6.639177446	6.061146828	4.846587119	5.129516643	4.048746579	5.575579254	5.712963791	4.67601036	5.090319683	4.238702695	4.048776439	4.25665853	4.683988618	3.651055596	4.216473444						
LNX2	5.898361048	5.072065263	6.527571733	5.454795912	6.146932714	6.496834248	3.742939829	5.832161738	7.018681796	5.398795869	4.836145239	4.984175983	3.575619188	4.624774432	4.479790325						
LOC105373153	12.7971516	10.39787153	11.32449773	10.49935674	10.5284105	11.37176971	12.23412992	10.22549063	11.11262549	10.53132741	10.13602148	10.31686926	10.20670228	9.946786136	9.835211484						
EGFLAM	9.087117216	6.934722205	8.214016606	7.720056603	7.276814293	7.833085162	9.710832117	7.413526277	7.917475034	7.562675337	6.696342649	6.683005267	6.568464979	7.12835235	7.021860602						
CLTCL1	8.362643789	6.003990387	6.956488267	6.142469743	5.888931821	7.007298862	7.12313392	5.668809641	6.322593926	5.895125041	5.462573467	5.807557268	5.373944598	5.299653314	5.614135962						
IGF2R	10.92563593	9.079756039	9.17815225	9.011419937	8.637487393	9.454993721	10.3697344	8.6343665	9.47339328	8.366311972	8.657771124	8.264476916	8.542447242	7.923572936	8.090534518						
UBASH3B	5.117911822	5.696348961	7.329721474	5.699842758	5.379718584	6.242896493	7.287425253	6.248269564	7.014589982	4.899391393	5.835153343	5.202544102	4.821884337	5.083194376	5.005789905						
TRMT11	9.512829883	7.019943531	8.070239807	6.761426939	7.311636079	7.911583687	8.804934874	7.517491606	7.91521167	6.979147731	7.240502373	6.824829367	6.68702868	6.928912388	6.898657363						
ADAM10	7.3772422	5.835377326	6.290752204	4.926319326	5.089199355	6.648200795	6.445346246	5.376666675	5.974266294	5.238874386	4.977232929	5.270892277	5.15469678	4.719238166	4.809029695						
KCNH5	9.012167925	7.816856465	8.52661088	7.922510357	7.988421272	8.252246883	9.863379026	7.426449568	8.314042575	7.699988011	7.175893616	6.778545119	7.700650012	7.115662304	7.502722602						
LINC02325	7.403870795	6.55684393	6.32676312	5.605317154	5.846863075	6.926305896	7.13909892	6.319685349	5.530375768	5.770388911	5.538372271	5.336920071	5.244711235	5.153893089	5.262365934						
CDC34	5.799585349	6.123863798	6.138831157	5.955534955	5.503252313	5.372002483	6.81190288	5.265578637	5.823818105	4.828056755	5.395657589	5.273234915	4.241650184	4.101458877	4.795048449						
LOC105370286	7.892083071	5.825626998	6.293915599	5.626185983	6.373679645	6.423407589	7.033675239	5.753850572	5.984734809	5.483967382	5.76874747	5.451164763	5.275459571	5.120100664	5.532280305						
MAGI3	8.439715385	6.818365393	7.232962822	6.946758374	6.959851941	7.999181594	8.418734396	7.054779413	7.214548453	6.717161301	6.789566023	6.624709199	6.093078594	6.116637472	6.676499323						
DNAH3	7.039979517	5.877619844	6.713957172	5.365162522	5.835107268	6.130500599	6.855705743	6.339551272	6.580389484	5.987445173	4.923748094	5.366966764	5.249503047	4.967511307	5.312494719						
DNMT1	6.556636428	6.468322257	6.321642897	5.084246145	5.753602204	5.99269698	6.553000801	5.762600054	5.706098197	4.374151529	5.122217313	5.676819663	4.864903694	5.246614717	4.884161795						
RTN4RL1	12.29369096	9.227596588	10.1331395	9.40729981	9.289777144	9.537172958	10.98656766	9.570629369	9.851594881	9.178297091	8.640322626	8.632931773	8.820100686	8.669072607	8.773620485						
LOC105370214	8.17058486	7.67368106	6.72517283	6.907444871	6.804204983	6.409621303	7.697736979	6.596852691	7.028489057	6.39938355	6.608724639	6.390579676	5.638626967	6.221741411	5.818813568						
LOC105376942	3.702534207	5.341488126	5.547857648	5.139276606	5.302613719	4.941751849	5.334869348	4.49514832	5.042905147	3.393215367	4.434767155	4.180723079	3.964990512	4.475803745	4.184408447						
LOC124905361	9.090746063	5.89235936	6.337721852	6.096266724	6.562880303	7.386953396	6.538972815	6.224793139	6.617940183	5.227473008	5.709400151	5.589009263	5.830241881	5.597478817	5.170305956						
LOC107984782	7.00802504	6.449980246	5.852813893	6.31664532	5.638843486	6.179176716	6.370995627	5.948005088	6.5307397	5.615427111	4.860719187	5.472589596	5.486829888	5.484449224	4.994070469						
IGH	9.116133428	8.949533583	9.077169292	8.789636751	9.211395633	9.386414052	8.192005214	8.800633589	8.81144644	9.914337928	9.76798161	10.93907903	9.659353356	9.812904625	9.446960849						
LOC105369812	4.304488812	6.029225474	3.568835577	5.15807268	4.658977971	4.387254151	3.807291203	3.932147985	4.188696202	5.727366477	5.681673834	5.404865009	5.531989263	5.634634234	4.943373502						
ANKRD55	4.046644365	4.882216869	4.934418673	4.954391565	4.145230551	3.705582783	3.51297464	4.035946376	4.614680437	5.411383006	5.823492785	5.794531986	5.29004373	5.894056385	4.721341851						
XXYLT1	6.526217244	7.603242008	6.911057388	7.438348215	8.032831252	6.913023582	6.887541687	6.940163281	6.359030895	8.38861609	8.275883697	9.063475309	8.248481841	8.091789867	7.437875924						
LOC105377448	6.879687192	6.385020918	5.817485967	7.213141159	6.373314991	7.174961368	6.361817666	6.199589051	5.576743008	8.259601885	7.926569817	7.444518691	7.721411017	7.784344852	6.576318198						
STAG1	8.018616975	7.948657543	7.7386736	8.73760837	7.386545787	9.005501032	8.167746433	6.956338962	6.998471203	9.604247318	9.378509506	9.439985363	9.336762831	9.262905393	8.016358188						
UNC79	8.24850274	8.14505405	7.680202597	9.374575136	8.509745101	8.336802131	8.721946395	8.94244808	8.447526075	10.30235888	9.853671198	9.849944692	9.726736871	9.806955588	8.943458752						
LINC00886	3.94773404	4.653048315	4.133384504	4.842413423	3.875608489	3.611712888	3.406194184	4.248947051	3.668926686	5.096495158	4.818307522	5.431828555	5.299901988	5.274345663	5.698152453						
TRN-GTT2-5	5.720676887	5.86458389	5.56765169	6.820743554	5.818561149	5.888332011	6.304445443	4.785571595	5.854178684	7.656919592	7.367189093	7.148584004	7.104194818	7.270838844	6.095870423						
LINC02755	3.956125013	4.102750429	4.289610716	3.814414145	3.729313599	2.865522177	7.717395847	4.331425513	3.89372722	5.861340171	4.844585291	4.387961024	5.62167354	4.53677879	5.011362295						
PLPP1	3.485111199	4.866000805	5.027262794	5.630569324	4.321799261	4.623971091	3.598862399	4.248984409	4.175261339	6.195301892	6.130274721	6.139421123	5.936961951	5.690404148	4.93194706						
GOLM2	6.515935354	5.144386661	5.812324447	6.149976837	5.245949574	5.809278581	4.310590767	5.767593151	5.016381225	6.606805503	6.891435636	8.131393213	6.699981756	6.663817449	5.355038833						
PLCE1	7.755649482	7.374295949	6.859848921	8.156223307	7.066213224	7.139274149	7.744700063	6.384005585	6.488001856	9.214415917	8.755752256	8.894827772	8.751990867	8.68177895	7.646876115						
LIN52	9.172380273	8.472039188	7.912600475	9.323995876	8.251007684	8.409198735	7.831309055	6.850108081	6.538607379	10.0241047	10.21741184	9.584365733	9.926083674	9.975350044	8.196409963						
G3BP2	6.898811075	6.485406789	6.545858433	7.705586769	6.101202859	6.612404928	6.743775398	4.940177026	5.153742142	8.51697656	7.943999989	8.062015907	8.06809492	8.13785248	6.779477469						
TMX1	5.089125473	4.952829472	4.628258917	5.951529908	4.578951798	5.313861467	4.375719295	4.442477239	3.883833722	6.720083465	6.753354722	6.211765339	6.426848184	6.289749266	4.629650499						
MTMR9	2.698010392	3.463140656	3.26424948	2.442373337	2.791587598	2.831307197	2.481235474	2.696238864	3.391344357	4.399083771	3.396235103	5.307056176	3.467718664	3.957357581	3.614335506						
MCU	4.025843552	5.256326292	4.476157651	5.210287244	5.92797175	4.759493033	4.399111205	5.294936066	4.131490262	5.848885212	6.243667317	7.303237512	5.818165382	6.412067938	6.086380601						
HDAC9	9.237221304	9.5412534	8.763914845	9.729100501	9.375522389	8.971726981	8.692210183	8.369274517	8.064494894	10.886181	10.92387513	10.09983044	10.75866345	10.60172692	9.122344544						
COQ5	6.698249125	6.287469981	5.444819766	7.726735844	6.234057775	6.397242194	7.577315059	5.666125682	5.748729301	8.76116426	8.158791512	8.082323074	8.264610766	8.145018795	6.767116732						
ZNF674	5.077673541	4.611007398	3.904340989	3.946833854	3.260873557	7.714365876	4.222153773	4.354639881	4.022816141	5.075491066	5.325502354	6.975104523	5.954352739	5.465990719	4.587005836						
LRRN2	4.962546785	5.97923989	5.623169789	7.031570568	5.717061636	5.924649764	4.335475794	4.909970434	4.586460561	7.258699527	7.448217989	7.725515629	7.635906531	7.199095426	5.863365261						
SMC5	11.71928472	11.0545964	12.09622454	12.69496788	11.16352025	11.20426471	10.15936742	9.65917184	9.117611025	13.17893253	13.42290194	13.15132355	13.24011202	13.08684055	11.38624724						
CCDC158	7.52479184	6.375714177	5.586297194	7.763549517	6.196013236	5.961620301	6.686809352	5.416930668	6.035105367	8.722741777	8.230748789	8.403711329	8.258554642	8.322544477	6.760129243						
IL17D	4.341994874	4.850720828	4.65014286	4.941433244	5.86874865	3.551795012	5.216169461	5.861251088	5.083681936	5.681747379	6.022398429	7.776380789	6.355096733	6.590247948	6.360850321						
TRN-GTT2-7	5.965663033	5.994721657	6.586165391	7.116887848	5.699205412	7.706465961	5.321610285	4.94926987	6.12242896	8.68351067	8.402096875	7.773512396	7.923871734	8.100826518	6.379265084						
TRPM6	15.51000665	15.30899892	15.71979128	16.60158112	15.06994177	14.90333271	14.22540322	13.44157917	12.93499899	17.24195706	17.39499153	16.55561262	17.091809	16.99966085	15.19738231						
SLC2A12	1.547341064	2.568467591	1.721771439	2.091155668	2.311880533	2.00826453	1.432509356	2.562405759	1.978113019	4.038105665	3.256463817	3.479029651	2.568565185	3.614792763	2.647493931						
LOC107985365	7.112394162	6.034912376	5.272134945	7.630266331	5.944087783	6.315116654	6.765132724	5.213247506	5.103643337	8.673470683	8.112850227	7.845264955	8.104735977	8.137481964	6.695118791						
WIPF2	15.32905883	15.09947773	15.19271973	16.43867053	14.72161649	14.71147782	14.03277013	13.09282557	12.67112192	16.98282184	17.17343557	16.36170318	16.88389406	16.71898361	14.9317337						
C18orf25	15.30919586	15.06288231	15.06351515	16.4610996	14.72674261	14.7548674	14.00286615	13.12215651	12.72869089	16.92427219	17.12372797	16.38231179	16.90869952	16.76817632	14.95667109						
MSN	15.43270527	15.2352425	15.48103991	16.57180733	14.98087897	14.94495076	14.2192449	13.40371897	12.8964386	17.12266129	17.28922075	16.60863584	17.06022819	16.97591108	15.15558274						
ART1	15.305835	15.07482805	15.05065664	16.4484767	14.73888017	14.76935714	13.99607663	13.13414422	12.738598	16.93260736	17.13179449	16.40267856	16.89645913	16.76398617	14.96916512						
ATAD5	5.334734859	5.679473744	6.438992934	6.422910585	5.468155233	6.123624367	4.918096485	3.981650541	4.61225679	7.281366453	7.231868284	8.276034968	7.117635172	6.827240975	5.496687125						
API5	6.838304297	5.787678819	5.081153996	7.57265067	5.756637575	6.498290426	6.646826884	4.654451736	3.957804305	8.60567686	7.759740606	7.971670546	8.057500501	7.957395567	6.524117091						
FOXM1	5.229763988	6.381346606	5.811277148	6.45609047	5.649962468	5.962742236	5.477933207	4.347385214	3.549397988	8.198164167	7.533406603	7.185129359	6.928659471	7.021968622	6.014108096						
FTCDNL1	15.45708845	15.24954266	15.41307298	16.57202426	14.95050769	14.831663	14.14090651	13.30875708	12.83132872	17.16857761	17.36601825	16.53197012	17.04853916	16.9439196	15.13353012						
ATP10A	9.054489604	9.052175637	8.517011081	9.605934958	8.551126405	8.267111065	8.231471962	7.527467638	7.205501438	10.64255341	10.57834871	10.36823594	10.3363623	10.37943116	9.08404977						
AKAP12	12.29636114	12.29216833	13.14435944	12.21967441	11.99513019	12.83570917	13.34299207	10.71407113	10.97408572	13.12342879	13.71666276	15.80478194	13.3167514	13.06793592	11.93859619						
LOC105376615	15.45109098	15.20023543	14.6875311	16.51838164	14.84971687	14.66985228	13.95756045	13.17861475	12.69664534	17.09935342	17.29644548	16.44980678	16.97526945	16.83767625	15.0422764						
TAGAP-AS1	2.288791238	1.902085284	2.292522676	2.296728848	1.431277493	1.661025593	1.413571447	2.928582746	1.978484872	2.163005851	4.192643082	3.062932582	3.676355588	3.555374799	3.403472361						
PRKD2	6.671636806	8.185303973	6.236782654	7.445394876	8.766784309	6.602432618	7.832335839	7.432989237	5.778937371	9.272887434	9.293979401	10.1839419	9.064448907	9.125468451	7.573702398						
RIOK3	6.308826587	6.227962661	5.248906187	7.772656564	5.841701228	5.64538727	6.548743689	4.918443651	4.868851612	8.635619914	8.039554425	8.072486527	8.02820793	8.016921217	6.678622195						
LOC105369760	6.717662335	6.03753723	4.812851822	7.69958899	5.836322391	5.563518712	6.261064498	4.542026192	4.314099785	8.546801491	7.944517873	7.823312986	8.044624595	8.105216384	6.646811716						
ATP5MC3	7.138207941	6.753271134	6.730960653	8.085644914	6.776966187	6.308881058	7.190535137	5.127009147	4.953833102	8.940245633	8.697359426	8.823513691	8.728041083	8.966670349	7.258801644						
MIR3135B	6.701916083	8.262927434	5.40827174	7.393057349	9.037646409	6.38767775	7.64707966	7.543507381	5.069967157	9.642955668	9.501783785	10.17073491	9.248708598	9.318894399	7.324879988						
ZNF133-AS1	15.70085234	15.53816931	14.82926357	16.77690071	15.28682917	14.81902468	14.25490835	13.63919671	12.9470152	17.56564893	17.64675019	16.67500896	17.3140682	17.22226521	15.44395101						
PROS1	6.459485158	5.777193578	4.82818805	7.3890996	5.757097612	5.461281097	5.420999651	4.939808412	4.306252752	8.419434226	7.595930358	7.526161277	7.852838901	7.84344849	6.444483073						
HIRA	5.213596061	4.409657296	4.962542806	4.915820859	4.740147518	6.315200926	5.006645051	5.465965675	6.65250827	7.065071191	4.790882366	9.124024339	4.863738142	6.545447273	5.990077578						
MED12L	6.984651762	7.330528867	7.660922869	7.791020186	8.445995416	8.053614474	7.930618353	7.2573938	6.224805492	9.978314297	9.637096771	9.738267437	9.15739984	9.425023781	8.983953613						
WDR33	16.35499502	15.8604229	16.30879589	17.33720133	15.62999142	15.52573792	15.64590623	14.11493055	13.94206485	17.82496015	18.11492827	18.57555222	17.86839781	17.89702552	16.47383652						
NPM1	1.684655737	2.280485185	2.233844196	1.949991809	2.261328973	3.30603424	1.546266553	2.550223952	2.274991162	4.724192583	3.861297054	2.047092702	4.357562512	3.675862889	3.408284284						
RNY4	17.20904642	16.97792288	17.39357542	18.10094171	16.90791245	16.60269381	16.28184475	15.27139157	14.79297305	19.01776353	19.22968497	19.0800208	18.90187815	18.89416607	17.39908067						
FAM184A	9.119284765	8.672569588	7.852282423	11.26351753	8.99703824	8.272617552	8.359487625	7.94409435	7.204628847	12.11856124	11.19550636	10.67652138	11.38231745	11.35364844	9.737032455						
TIMM44	1.723095426	3.406418156	1.822932884	2.435949221	3.134274774	1.26381183	1.575090248	2.043280132	3.15104165	3.943771197	2.972021796	2.790404296	5.156293505	3.328042429	4.908063352						
CBR4	8.575836659	8.24273413	8.707504143	9.206382049	8.040166101	8.025752706	8.369227794	6.399022318	6.734694507	10.00630486	10.26581605	11.20146301	9.961309219	9.738473413	8.771956191						
FAM234B	6.032177799	5.999726747	6.716703875	6.056405341	6.35820336	7.420179754	5.720777649	5.527941867	5.336141686	7.83922169	7.765945212	9.526104155	7.260866014	7.677887752	7.211357216						
LOC124904006	8.326304418	8.053879466	8.610236787	9.374295004	8.120884181	7.270798346	7.595624612	6.64692137	6.902049278	10.17827269	10.32181406	10.46165123	10.10471518	10.1004348	8.791043032						
MCM10	2.16706693	1.353532725	1.813400488	1.710062726	1.584918147	1.50391211	1.225853758	1.676877833	4.95522572	2.049702153	2.389585662	2.540525151	4.282221165	2.962335583	2.895020959						
SLC15A4	1.226341612	2.185384534	2.214831111	2.073109879	0.746439252	0.873860813	1.111276919	1.298229247	1.751024869	3.180852055	2.855795655	1.67210572	3.774182092	2.887133717	3.185661463						
